Sum of Age,Sum of CommuteDistance,CommuteMode,Dept,EduLevel,Count of EmpID,EmpType,Gender,Sum of Experience,haveOT,JobLevel,Sum of JobSatisfaction,MaritalStatus,Sum of NumCompanies,Sum of NumReports,Sum of PhysicalActivityHours,Sum of SleepHours,Sum of Stress,Sum of TeamSize,Sum of TrainingHoursPerYear,Sum of WLB,Sum of WorkEnv,Sum of Workload
122,37,Motorbike,Sales,Bachelor,3,Full-Time,Male,48,FALSE,Mid,13,Married,17,0,3,22,5,39,114,11,12,8
123,49,Motorbike,Sales,Bachelor,3,Full-Time,Male,53,FALSE,Senior,8,Married,19,11,5,21,6,61,146,9,10,13
31,7,Motorbike,Sales,Bachelor,1,Full-Time,Male,9,TRUE,Senior,4,Married,3,1,2,5,1,18,44,3,3,2
27,8,Motorbike,Sales,Bachelor,1,Part-Time,Female,5,FALSE,Junior,3,Single,1,0,3,6,2,9,22,4,2,5
60,12,Motorbike,Sales,Bachelor,1,Part-Time,Female,27,FALSE,Lead,5,Married,12,2,2,8,3,29,64,5,5,3
30,13,Motorbike,Sales,Bachelor,1,Part-Time,Female,8,FALSE,Senior,4,Married,2,6,2,6,1,18,44,5,3,2
34,5,Motorbike,Sales,Bachelor,1,Part-Time,Female,12,TRUE,Mid,3,Single,4,0,3,7,2,15,36,5,3,2
24,17,Motorbike,Sales,Bachelor,1,Part-Time,Male,2,FALSE,Junior,4,Single,0,0,1,8,3,6,21,5,2,3
39,3,Motorbike,Sales,Bachelor,1,Part-Time,Male,11,FALSE,Senior,4,Married,5,6,1,8,4,21,46,5,1,3
34,13,Motorbike,Sales,Bachelor,1,Part-Time,Male,7,TRUE,Senior,4,Married,4,9,1,8,1,19,44,4,3,1
33,23,Motorbike,Sales,Master,1,Full-Time,Male,11,FALSE,Mid,3,Married,3,0,4,6,2,12,36,3,1,2
34,9,Motorbike,Sales,Master,1,Part-Time,Other,12,FALSE,Senior,4,Single,4,8,1,8,1,22,46,3,3,4
44,14,Motorbike,Sales,PhD,1,Contract,Male,22,FALSE,Lead,4,Married,7,2,2,6,1,22,61,2,5,3
50,18,Motorbike,Sales,PhD,1,Full-Time,Female,21,TRUE,Lead,1,Married,9,5,0,7,3,23,60,1,2,4
53,5,Motorbike,Sales,PhD,1,Full-Time,Male,18,FALSE,Lead,3,Married,10,6,2,9,2,20,59,2,5,1
54,16,Public Transport,Customer Service,Bachelor,1,Contract,Male,5,FALSE,Lead,4,Married,10,3,2,6,1,20,52,4,3,1
31,9,Public Transport,Customer Service,Bachelor,1,Contract,Male,7,FALSE,Mid,2,Married,3,0,4,7,1,11,34,3,2,3
35,23,Public Transport,Customer Service,Bachelor,1,Contract,Male,13,FALSE,Senior,2,Single,4,7,2,7,3,15,46,2,5,5
25,13,Public Transport,Customer Service,Bachelor,1,Contract,Male,3,TRUE,Junior,4,Single,1,0,1,8,1,10,22,3,5,2
45,44,Public Transport,Customer Service,Bachelor,2,Full-Time,Female,1,FALSE,Intern/Fresher,4,Single,0,0,6,14,4,51,20,4,4,8
28,20,Public Transport,Customer Service,Bachelor,1,Full-Time,Female,6,FALSE,Junior,4,Single,2,0,2,7,1,5,23,1,5,2
60,15,Public Transport,Customer Service,Bachelor,1,Full-Time,Female,16,FALSE,Lead,4,Married,12,6,2,6,1,27,58,3,4,3
64,27,Public Transport,Customer Service,Bachelor,2,Full-Time,Female,16,FALSE,Mid,8,Married,6,0,5,16,2,24,68,7,4,3
70,24,Public Transport,Customer Service,Bachelor,2,Full-Time,Female,14,FALSE,Mid,7,Single,8,0,6,14,3,21,67,4,7,5
151,73,Public Transport,Customer Service,Bachelor,4,Full-Time,Female,39,FALSE,Senior,15,Married,19,32,8,27,12,90,180,17,12,8
55,49,Public Transport,Customer Service,Bachelor,2,Full-Time,Female,8,TRUE,Junior,9,Single,3,0,1,17,2,15,44,5,9,7
54,49,Public Transport,Customer Service,Bachelor,2,Full-Time,Male,5,FALSE,Junior,5,Single,3,0,3,15,3,17,42,3,5,4
75,23,Public Transport,Customer Service,Bachelor,2,Full-Time,Male,30,FALSE,Mid,7,Divorced,10,0,5,13,4,26,74,5,10,8
36,16,Public Transport,Customer Service,Bachelor,1,Full-Time,Male,9,FALSE,Mid,4,Married,4,0,2,6,1,12,34,3,3,2
38,8,Public Transport,Customer Service,Bachelor,1,Full-Time,Male,8,FALSE,Senior,4,Divorced,5,1,1,7,1,25,44,3,3,3
33,14,Public Transport,Customer Service,Bachelor,1,Full-Time,Male,5,FALSE,Senior,1,Married,3,6,2,6,1,20,42,1,1,5
31,17,Public Transport,Customer Service,Bachelor,1,Full-Time,Male,9,FALSE,Senior,1,Single,3,9,3,6,2,18,44,1,3,4
40,11,Public Transport,Customer Service,Bachelor,1,Full-Time,Male,18,TRUE,Lead,3,Divorced,6,6,2,9,2,26,59,1,2,3
32,8,Public Transport,Customer Service,Bachelor,1,Full-Time,Other,6,FALSE,Senior,4,Single,3,5,0,7,1,22,43,2,4,5
23,11,Public Transport,Customer Service,Bachelor,1,Part-Time,Female,1,FALSE,Intern/Fresher,3,Single,0,0,2,6,1,22,10,5,2,1
27,15,Public Transport,Customer Service,Bachelor,1,Part-Time,Female,5,FALSE,Junior,4,Single,1,0,1,7,3,5,22,5,2,2
109,36,Public Transport,Customer Service,Bachelor,2,Part-Time,Female,40,FALSE,Lead,5,Married,21,6,8,14,4,58,120,8,4,8
23,18,Public Transport,Customer Service,Bachelor,1,Part-Time,Male,1,FALSE,Junior,3,Single,0,0,3,7,1,9,20,3,1,5
40,7,Public Transport,Customer Service,Bachelor,1,Part-Time,Male,18,FALSE,Lead,1,Married,6,2,3,8,5,28,59,1,2,4
30,8,Public Transport,Customer Service,Bachelor,1,Part-Time,Male,8,FALSE,Mid,4,Single,2,0,4,7,1,12,34,5,1,3
39,20,Public Transport,Customer Service,Bachelor,1,Part-Time,Male,10,FALSE,Senior,4,Divorced,5,6,0,8,1,23,45,4,2,4
120,76,Public Transport,Customer Service,Bachelor,3,Part-Time,Male,42,FALSE,Senior,7,Married,17,7,3,21,4,49,141,5,8,10
29,13,Public Transport,Customer Service,Bachelor,1,Part-Time,Male,3,TRUE,Junior,1,Single,2,0,2,6,5,9,22,4,2,3
22,26,Public Transport,Customer Service,Bachelor,1,Part-Time,Other,0,FALSE,Intern/Fresher,5,Single,0,0,3,7,1,23,10,4,1,4
41,24,Public Transport,Customer Service,Master,1,Contract,Male,19,FALSE,Senior,3,Married,6,8,1,5,2,16,50,4,1,3
31,13,Public Transport,Customer Service,Master,1,Full-Time,Female,9,FALSE,Senior,3,Married,3,6,1,8,1,22,44,2,3,4
58,12,Public Transport,Customer Service,Master,1,Full-Time,Male,5,FALSE,Lead,4,Divorced,12,4,1,7,2,22,52,4,5,4
38,12,Public Transport,Customer Service,Master,1,Full-Time,Male,6,FALSE,Mid,4,Divorced,5,0,2,8,1,12,33,2,3,2
48,21,Public Transport,Customer Service,Master,1,Full-Time,Male,24,FALSE,Senior,3,Divorced,8,4,2,6,1,23,52,3,2,4
52,19,Public Transport,Customer Service,PhD,1,Full-Time,Female,8,FALSE,Lead,2,Married,10,2,3,8,1,24,54,2,2,1
54,25,Public Transport,Customer Service,PhD,1,Part-Time,Male,19,TRUE,Lead,4,Divorced,10,2,3,8,1,29,60,1,3,2
22,5,Public Transport,Finance,Bachelor,1,Contract,Female,0,FALSE,Intern/Fresher,5,Single,0,0,2,6,1,30,10,3,3,2
29,15,Public Transport,Finance,Bachelor,1,Contract,Female,7,FALSE,Junior,5,Married,2,0,3,7,1,7,24,2,1,5
28,16,Public Transport,Finance,Bachelor,1,Contract,Female,6,FALSE,Junior,1,Single,2,0,3,6,1,10,23,1,1,4
33,14,Public Transport,Finance,Bachelor,1,Contract,Female,9,FALSE,Mid,4,Married,3,0,2,5,1,10,34,2,5,3
27,26,Public Transport,Finance,Bachelor,1,Contract,Female,5,FALSE,Mid,4,Single,1,0,1,8,1,12,32,5,5,1
72,26,Public Transport,Finance,Bachelor,2,Contract,Female,25,FALSE,Senior,7,Single,8,11,2,13,6,48,93,8,5,6
31,27,Public Transport,Finance,Bachelor,1,Contract,Male,9,FALSE,Mid,3,Married,3,0,2,8,3,10,34,3,3,3
108,49,Public Transport,Finance,Bachelor,3,Contract,Male,8,FALSE,Mid,13,Single,14,0,7,27,3,40,94,14,6,9
92,31,Public Transport,Finance,Bachelor,2,Contract,Male,43,FALSE,Senior,6,Married,15,2,4,13,4,40,101,10,3,4
35,15,Public Transport,Finance,Bachelor,1,Contract,Male,13,FALSE,Senior,4,Single,4,1,1,8,1,23,46,5,1,2
53,41,Public Transport,Finance,Bachelor,2,Contract,Other,9,FALSE,Junior,6,Single,2,0,4,18,2,11,45,7,5,7
46,29,Public Transport,Finance,Bachelor,2,Full-Time,Female,2,FALSE,Intern/Fresher,9,Single,0,0,6,17,2,47,20,7,7,6
103,86,Public Transport,Finance,Bachelor,4,Full-Time,Female,13,FALSE,Junior,16,Married,4,0,8,29,7,27,87,13,18,13
231,155,Public Transport,Finance,Bachelor,9,Full-Time,Female,28,FALSE,Junior,29,Single,8,0,18,63,16,69,196,23,32,29
45,21,Public Transport,Finance,Bachelor,1,Full-Time,Female,17,FALSE,Lead,5,Married,7,6,2,9,2,29,58,5,4,3
122,53,Public Transport,Finance,Bachelor,3,Full-Time,Female,39,FALSE,Mid,11,Married,18,0,8,24,3,35,109,7,5,7
64,29,Public Transport,Finance,Bachelor,2,Full-Time,Female,20,FALSE,Mid,3,Single,6,0,4,14,2,20,70,4,6,6
129,55,Public Transport,Finance,Bachelor,3,Full-Time,Female,29,FALSE,Senior,12,Divorced,20,19,8,21,4,68,134,10,9,12
321,126,Public Transport,Finance,Bachelor,8,Full-Time,Female,93,FALSE,Senior,24,Married,45,36,15,56,18,150,367,27,21,27
28,21,Public Transport,Finance,Bachelor,1,Full-Time,Female,6,FALSE,Senior,1,Single,2,2,2,6,4,15,43,5,4,5
23,13,Public Transport,Finance,Bachelor,1,Full-Time,Female,1,TRUE,Intern/Fresher,4,Single,0,0,1,7,1,21,10,3,1,1
36,7,Public Transport,Finance,Bachelor,1,Full-Time,Female,14,TRUE,Mid,1,Married,4,0,0,7,1,13,37,1,2,5
32,15,Public Transport,Finance,Bachelor,1,Full-Time,Female,10,TRUE,Mid,4,Single,3,0,2,9,1,10,35,2,5,5
139,54,Public Transport,Finance,Bachelor,3,Full-Time,Female,14,TRUE,Senior,7,Married,24,15,7,23,6,52,127,7,9,9
45,34,Public Transport,Finance,Bachelor,2,Full-Time,Male,1,FALSE,Intern/Fresher,6,Single,0,0,5,15,2,44,20,6,6,6
151,116,Public Transport,Finance,Bachelor,6,Full-Time,Male,18,FALSE,Junior,23,Single,5,0,12,42,7,38,130,23,12,21
104,31,Public Transport,Finance,Bachelor,2,Full-Time,Male,52,FALSE,Lead,9,Married,20,10,5,13,4,56,126,4,7,3
187,80,Public Transport,Finance,Bachelor,5,Full-Time,Male,71,FALSE,Mid,17,Married,23,0,14,33,7,63,186,17,13,15
29,27,Public Transport,Finance,Bachelor,1,Full-Time,Male,7,FALSE,Mid,4,Single,2,0,1,8,4,13,34,2,4,1
283,126,Public Transport,Finance,Bachelor,6,Full-Time,Male,61,FALSE,Senior,20,Married,50,29,10,39,11,112,270,19,19,18
124,56,Public Transport,Finance,Bachelor,4,Full-Time,Male,27,FALSE,Senior,18,Single,11,20,10,24,5,78,174,18,14,12
24,6,Public Transport,Finance,Bachelor,1,Full-Time,Male,2,TRUE,Junior,3,Single,0,0,4,6,4,5,21,1,5,1
48,14,Public Transport,Finance,Bachelor,1,Full-Time,Male,12,TRUE,Lead,5,Married,8,8,3,9,1,23,56,5,4,2
72,33,Public Transport,Finance,Bachelor,2,Full-Time,Male,26,TRUE,Mid,2,Married,8,0,3,13,4,27,73,6,5,8
38,26,Public Transport,Finance,Bachelor,1,Full-Time,Male,4,TRUE,Mid,2,Single,5,0,3,6,3,12,32,4,3,3
35,5,Public Transport,Finance,Bachelor,1,Full-Time,Male,13,TRUE,Senior,4,Divorced,4,9,3,7,1,23,46,2,3,2
54,12,Public Transport,Finance,Bachelor,1,Full-Time,Male,10,TRUE,Senior,5,Married,10,6,3,7,1,23,45,5,3,2
38,29,Public Transport,Finance,Bachelor,1,Full-Time,Male,16,TRUE,Senior,4,Single,5,3,2,6,1,18,48,3,2,1
23,12,Public Transport,Finance,Bachelor,1,Full-Time,Other,1,FALSE,Intern/Fresher,3,Single,0,0,3,8,3,25,10,3,2,4
54,18,Public Transport,Finance,Bachelor,2,Full-Time,Other,10,FALSE,Junior,7,Single,3,0,4,13,3,13,45,5,4,8
188,98,Public Transport,Finance,Bachelor,5,Full-Time,Other,73,FALSE,Mid,14,Single,25,0,11,34,9,66,187,15,15,18
169,88,Public Transport,Finance,Bachelor,4,Full-Time,Other,57,FALSE,Senior,16,Single,25,23,8,28,5,83,188,11,16,11
23,22,Public Transport,Finance,Bachelor,1,Full-Time,Other,1,TRUE,Junior,3,Single,0,0,3,5,1,9,20,2,2,2
36,9,Public Transport,Finance,Bachelor,1,Full-Time,Other,6,TRUE,Mid,5,Single,4,0,3,8,4,13,33,5,3,5
22,9,Public Transport,Finance,Bachelor,1,Part-Time,Female,0,FALSE,Intern/Fresher,4,Single,0,0,3,6,1,29,10,3,1,2
49,5,Public Transport,Finance,Bachelor,1,Part-Time,Female,27,FALSE,Mid,4,Divorced,9,0,3,6,1,11,44,1,3,2
74,32,Public Transport,Finance,Bachelor,2,Part-Time,Female,14,FALSE,Mid,3,Married,9,0,3,14,6,27,66,5,10,6
101,78,Public Transport,Finance,Bachelor,3,Part-Time,Female,29,FALSE,Mid,14,Single,11,0,9,23,5,34,106,14,9,7
30,10,Public Transport,Finance,Bachelor,1,Part-Time,Female,8,FALSE,Senior,2,Married,2,6,1,7,2,18,44,5,1,3
31,10,Public Transport,Finance,Bachelor,1,Part-Time,Female,9,FALSE,Senior,4,Single,3,4,1,7,1,16,44,5,4,4
49,56,Public Transport,Finance,Bachelor,2,Part-Time,Female,5,TRUE,Junior,9,Single,1,0,3,15,6,11,42,8,5,4
49,20,Public Transport,Finance,Bachelor,1,Part-Time,Female,27,TRUE,Senior,3,Married,9,5,5,5,2,19,54,5,1,5
129,57,Public Transport,Finance,Bachelor,5,Part-Time,Male,16,FALSE,Junior,20,Single,5,0,16,35,7,33,108,16,15,20
41,18,Public Transport,Finance,Bachelor,1,Part-Time,Male,19,FALSE,Lead,4,Married,6,1,3,7,1,26,60,2,4,4
27,16,Public Transport,Finance,Bachelor,1,Part-Time,Male,1,FALSE,Mid,4,Married,1,0,2,6,3,14,30,3,1,1
84,22,Public Transport,Finance,Bachelor,2,Part-Time,Male,29,FALSE,Senior,6,Married,12,9,4,14,4,38,95,6,10,9
33,13,Public Transport,Finance,Bachelor,1,Part-Time,Male,11,FALSE,Senior,5,Single,3,8,3,7,2,21,46,3,3,3
45,51,Public Transport,Finance,Bachelor,2,Part-Time,Male,1,TRUE,Junior,3,Single,0,0,4,17,5,15,40,2,5,8
41,18,Public Transport,Finance,Bachelor,1,Part-Time,Male,4,TRUE,Lead,1,Divorced,6,5,2,7,3,21,52,5,2,5
50,13,Public Transport,Finance,Bachelor,1,Part-Time,Male,25,TRUE,Lead,4,Married,9,5,2,7,1,20,62,5,3,5
23,13,Public Transport,Finance,Bachelor,1,Part-Time,Other,1,FALSE,Intern/Fresher,3,Single,0,0,2,8,1,27,10,1,2,4
153,45,Public Transport,Finance,Bachelor,3,Part-Time,Other,45,FALSE,Lead,14,Single,28,16,5,21,6,81,173,13,9,8
34,28,Public Transport,Finance,Bachelor,1,Part-Time,Other,12,FALSE,Mid,3,Single,4,0,1,5,1,10,36,4,1,4
86,49,Public Transport,Finance,Bachelor,2,Part-Time,Other,26,FALSE,Senior,9,Single,13,11,3,16,5,40,92,8,8,7
35,14,Public Transport,Finance,Bachelor,1,Part-Time,Other,13,TRUE,Senior,1,Single,4,6,3,9,3,18,46,2,2,4
23,7,Public Transport,Finance,High School,1,Contract,Female,1,FALSE,Junior,4,Single,0,0,1,8,2,8,20,4,4,4
68,69,Public Transport,Finance,High School,3,Full-Time,Male,2,FALSE,Intern/Fresher,8,Single,0,0,6,22,3,69,30,7,5,12
97,64,Public Transport,Finance,High School,4,Full-Time,Male,9,FALSE,Junior,13,Single,1,0,11,31,10,31,83,17,17,11
23,15,Public Transport,Finance,High School,1,Full-Time,Male,1,TRUE,Intern/Fresher,5,Single,0,0,1,6,1,28,10,5,4,2
47,32,Public Transport,Finance,High School,2,Full-Time,Male,3,TRUE,Junior,7,Single,0,0,6,15,4,12,41,8,6,9
45,54,Public Transport,Finance,High School,2,Full-Time,Other,1,FALSE,Intern/Fresher,6,Single,0,0,4,16,2,49,20,2,8,7
23,29,Public Transport,Finance,High School,1,Full-Time,Other,1,FALSE,Junior,5,Single,0,0,1,7,1,7,20,5,1,2
26,19,Public Transport,Finance,High School,1,Part-Time,Female,4,FALSE,Junior,3,Single,1,0,2,8,1,6,22,4,1,5
76,29,Public Transport,Finance,Master,2,Contract,Male,31,FALSE,Senior,6,Married,10,14,2,14,3,36,95,5,6,6
57,11,Public Transport,Finance,Master,1,Full-Time,Female,11,FALSE,Lead,3,Married,11,9,2,8,1,26,56,2,2,4
38,22,Public Transport,Finance,Master,1,Full-Time,Female,16,FALSE,Mid,5,Married,5,0,1,6,1,14,38,3,5,4
31,7,Public Transport,Finance,Master,1,Full-Time,Female,9,FALSE,Mid,4,Single,3,0,2,5,1,12,34,1,4,3
30,26,Public Transport,Finance,Master,1,Full-Time,Female,6,FALSE,Senior,3,Divorced,2,1,4,7,1,19,43,4,1,1
103,41,Public Transport,Finance,Master,3,Full-Time,Female,30,FALSE,Senior,12,Married,11,20,7,21,5,57,135,10,7,5
39,16,Public Transport,Finance,Master,1,Full-Time,Female,14,FALSE,Senior,5,Single,5,8,2,6,1,23,47,4,1,2
59,25,Public Transport,Finance,Master,1,Full-Time,Male,20,FALSE,Lead,4,Married,12,1,3,6,1,23,60,5,4,1
72,41,Public Transport,Finance,Master,2,Full-Time,Male,28,FALSE,Senior,7,Married,8,10,3,13,3,44,94,6,4,9
138,71,Public Transport,Finance,Master,4,Full-Time,Male,34,FALSE,Senior,13,Single,16,12,8,25,6,73,176,14,8,14
111,53,Public Transport,Finance,Master,2,Full-Time,Other,34,FALSE,Lead,8,Single,21,11,3,14,6,48,116,7,6,3
48,12,Public Transport,Finance,Master,1,Full-Time,Other,26,FALSE,Senior,4,Single,8,5,4,6,1,20,53,4,4,1
33,20,Public Transport,Finance,Master,1,Full-Time,Other,11,TRUE,Senior,3,Single,3,6,2,7,2,23,46,3,2,3
59,26,Public Transport,Finance,Master,2,Part-Time,Female,13,FALSE,Senior,6,Single,4,7,4,15,9,43,86,6,3,7
31,26,Public Transport,Finance,Master,1,Part-Time,Female,9,TRUE,Mid,5,Married,3,0,2,6,1,12,34,3,1,2
50,18,Public Transport,Finance,Master,1,Part-Time,Female,27,TRUE,Senior,5,Married,9,7,1,5,4,23,54,4,1,3
108,43,Public Transport,Finance,PhD,2,Full-Time,Female,20,FALSE,Lead,8,Married,20,4,5,14,2,51,110,5,6,6
165,65,Public Transport,Finance,PhD,3,Full-Time,Male,50,FALSE,Lead,10,Married,31,9,5,23,3,78,175,9,9,5
51,13,Public Transport,Finance,PhD,1,Full-Time,Male,25,TRUE,Lead,3,Married,9,2,3,6,1,24,62,4,3,3
49,6,Public Transport,Finance,PhD,1,Part-Time,Other,22,TRUE,Lead,2,Single,9,1,4,7,1,27,61,1,3,2
48,28,Public Transport,HR,Bachelor,1,Contract,Female,9,FALSE,Mid,2,Single,8,0,2,7,1,12,34,5,3,4
56,7,Public Transport,HR,Bachelor,1,Contract,Male,20,FALSE,Lead,1,Married,11,1,2,8,1,28,60,1,1,3
35,18,Public Transport,HR,Bachelor,1,Contract,Male,13,FALSE,Mid,2,Married,4,0,0,8,1,12,36,5,3,3
23,8,Public Transport,HR,Bachelor,1,Full-Time,Female,1,FALSE,Intern/Fresher,4,Single,0,0,3,7,4,21,10,4,2,2
25,19,Public Transport,HR,Bachelor,1,Full-Time,Female,3,FALSE,Junior,5,Married,1,0,2,6,2,10,22,4,5,1
23,15,Public Transport,HR,Bachelor,1,Full-Time,Female,1,FALSE,Junior,1,Single,0,0,1,8,1,8,20,1,3,5
53,26,Public Transport,HR,Bachelor,1,Full-Time,Female,16,FALSE,Lead,1,Married,10,4,2,7,3,29,58,2,2,3
67,30,Public Transport,HR,Bachelor,2,Full-Time,Female,20,FALSE,Mid,7,Married,7,0,5,13,4,24,70,5,6,6
27,17,Public Transport,HR,Bachelor,1,Full-Time,Female,5,FALSE,Mid,5,Single,1,0,3,6,1,12,32,2,1,5
60,39,Public Transport,HR,Bachelor,2,Full-Time,Female,15,FALSE,Senior,5,Married,5,4,3,13,2,42,87,3,4,3
31,12,Public Transport,HR,Bachelor,1,Full-Time,Female,9,TRUE,Mid,1,Married,3,0,1,6,1,10,34,1,3,2
41,16,Public Transport,HR,Bachelor,1,Full-Time,Female,2,TRUE,Mid,4,Single,6,0,0,8,2,12,31,1,4,1
31,22,Public Transport,HR,Bachelor,1,Full-Time,Female,8,TRUE,Senior,4,Single,3,6,3,6,1,24,44,3,5,4
81,57,Public Transport,HR,Bachelor,3,Full-Time,Male,15,FALSE,Junior,13,Single,4,0,8,22,4,21,67,6,14,6
53,9,Public Transport,HR,Bachelor,1,Full-Time,Male,12,FALSE,Lead,5,Married,10,9,2,9,1,24,56,3,5,1
33,6,Public Transport,HR,Bachelor,1,Full-Time,Male,10,FALSE,Mid,3,Divorced,3,0,3,7,1,15,35,5,4,4
79,26,Public Transport,HR,Bachelor,2,Full-Time,Male,29,FALSE,Mid,8,Married,11,0,7,15,2,29,74,5,4,7
28,6,Public Transport,HR,Bachelor,1,Full-Time,Male,6,FALSE,Mid,1,Single,2,0,3,6,2,11,33,1,1,3
157,37,Public Transport,HR,Bachelor,4,Full-Time,Male,27,FALSE,Senior,17,Married,22,18,11,30,6,92,174,12,15,8
34,16,Public Transport,HR,Bachelor,1,Full-Time,Male,12,FALSE,Senior,4,Single,4,3,4,6,1,17,46,3,4,2
29,26,Public Transport,HR,Bachelor,1,Full-Time,Male,6,TRUE,Junior,3,Married,2,0,2,8,1,9,23,5,3,3
45,8,Public Transport,HR,Bachelor,1,Full-Time,Male,8,TRUE,Senior,4,Married,7,5,1,6,1,23,44,4,2,2
23,25,Public Transport,HR,Bachelor,1,Full-Time,Other,1,FALSE,Junior,1,Single,0,0,2,7,5,5,20,2,3,4
98,69,Public Transport,HR,Bachelor,3,Full-Time,Other,32,FALSE,Mid,11,Single,9,0,8,22,6,36,106,8,8,6
37,12,Public Transport,HR,Bachelor,1,Full-Time,Other,15,FALSE,Senior,4,Single,5,9,3,7,4,15,48,5,1,1
52,41,Public Transport,HR,Bachelor,2,Part-Time,Female,8,FALSE,Junior,7,Single,2,0,5,14,2,16,44,5,5,6
43,16,Public Transport,HR,Bachelor,1,Part-Time,Female,15,FALSE,Mid,4,Divorced,7,0,3,7,2,12,38,4,1,2
37,7,Public Transport,HR,Bachelor,1,Part-Time,Female,7,FALSE,Senior,4,Married,5,1,0,8,2,17,44,2,2,2
22,17,Public Transport,HR,Bachelor,1,Part-Time,Male,0,FALSE,Junior,4,Single,0,0,1,5,1,6,20,5,2,4
29,5,Public Transport,HR,Bachelor,1,Part-Time,Male,7,TRUE,Senior,3,Single,2,7,2,6,3,22,44,4,1,3
48,19,Public Transport,HR,Bachelor,1,Part-Time,Other,4,FALSE,Senior,4,Single,8,7,2,9,1,20,42,1,3,1
24,17,Public Transport,HR,High School,1,Contract,Male,2,FALSE,Junior,4,Single,0,0,3,7,1,10,21,3,3,4
49,28,Public Transport,HR,High School,2,Full-Time,Female,5,FALSE,Junior,9,Single,1,0,7,14,2,16,42,5,4,2
24,8,Public Transport,HR,High School,1,Full-Time,Male,2,FALSE,Junior,5,Single,0,0,0,8,1,9,21,3,5,2
100,63,Public Transport,HR,Master,3,Full-Time,Female,19,FALSE,Senior,11,Married,10,7,7,23,4,62,129,10,10,9
50,22,Public Transport,HR,Master,1,Full-Time,Female,19,TRUE,Senior,4,Married,9,3,2,8,2,23,50,2,3,1
57,13,Public Transport,HR,Master,1,Full-Time,Male,23,FALSE,Lead,1,Married,11,7,1,6,1,24,62,2,1,4
36,11,Public Transport,HR,Master,1,Part-Time,Female,13,FALSE,Senior,3,Married,4,2,2,8,3,23,46,2,4,2
29,13,Public Transport,IT,Bachelor,1,Contract,Female,6,TRUE,Junior,5,Married,2,0,2,8,1,9,23,2,2,3
47,20,Public Transport,IT,Bachelor,1,Contract,Female,2,TRUE,Lead,4,Divorced,8,9,3,7,1,30,51,1,4,2
53,24,Public Transport,IT,Bachelor,1,Contract,Female,22,TRUE,Senior,3,Divorced,10,8,2,8,1,17,51,2,2,4
53,11,Public Transport,IT,Bachelor,1,Contract,Male,27,FALSE,Lead,4,Widowed,10,1,2,8,1,26,64,1,4,4
32,7,Public Transport,IT,Bachelor,1,Contract,Male,10,FALSE,Mid,2,Married,3,0,3,7,3,12,35,3,1,1
43,27,Public Transport,IT,Bachelor,1,Contract,Male,16,FALSE,Senior,4,Single,7,6,2,9,1,25,48,1,5,4
23,12,Public Transport,IT,Bachelor,1,Contract,Male,1,TRUE,Intern/Fresher,1,Single,0,0,3,8,5,21,10,4,4,3
56,54,Public Transport,IT,Bachelor,2,Contract,Male,12,TRUE,Junior,8,Single,4,0,4,15,2,11,46,7,5,7
35,13,Public Transport,IT,Bachelor,1,Contract,Male,13,TRUE,Mid,1,Married,4,0,2,6,1,11,36,3,5,5
77,58,Public Transport,IT,Bachelor,3,Contract,Male,11,TRUE,Mid,9,Single,2,0,6,19,4,36,95,9,11,10
127,43,Public Transport,IT,Bachelor,3,Contract,Male,39,TRUE,Senior,11,Married,19,18,7,19,3,54,139,3,14,4
25,9,Public Transport,IT,Bachelor,1,Full-Time,Female,3,FALSE,Junior,4,Single,1,0,1,5,1,8,22,2,5,1
58,22,Public Transport,IT,Bachelor,1,Full-Time,Female,17,FALSE,Lead,4,Married,12,2,1,8,1,20,58,2,5,3
36,14,Public Transport,IT,Bachelor,1,Full-Time,Female,7,FALSE,Mid,3,Divorced,4,0,2,8,1,15,34,5,2,4
35,27,Public Transport,IT,Bachelor,1,Full-Time,Female,13,FALSE,Senior,4,Single,4,5,1,7,1,22,46,4,1,1
22,12,Public Transport,IT,Bachelor,1,Full-Time,Female,0,TRUE,Intern/Fresher,4,Single,0,0,2,8,1,27,10,5,5,5
29,22,Public Transport,IT,Bachelor,1,Full-Time,Female,7,TRUE,Junior,4,Married,2,0,1,6,3,5,24,4,3,1
103,62,Public Transport,IT,Bachelor,4,Full-Time,Female,15,TRUE,Junior,11,Single,4,0,7,30,10,33,87,8,9,13
41,13,Public Transport,IT,Bachelor,1,Full-Time,Female,19,TRUE,Lead,4,Married,6,4,2,7,1,22,60,5,3,3
170,93,Public Transport,IT,Bachelor,4,Full-Time,Female,56,TRUE,Mid,12,Married,26,0,10,27,6,55,148,11,15,12
99,43,Public Transport,IT,Bachelor,3,Full-Time,Female,26,TRUE,Mid,10,Single,10,0,6,21,4,38,103,13,10,10
131,57,Public Transport,IT,Bachelor,3,Full-Time,Female,44,TRUE,Senior,7,Divorced,20,15,5,23,3,61,141,8,10,10
242,117,Public Transport,IT,Bachelor,6,Full-Time,Female,76,TRUE,Senior,20,Married,35,22,12,41,7,120,278,18,15,20
38,15,Public Transport,IT,Bachelor,1,Full-Time,Female,6,TRUE,Senior,4,Single,5,8,3,7,1,25,43,1,3,2
